0.279
0.766
1.277
1.788
2.276
2.763
3.228
3.738
4.203
4.714
5.201
5.712
6.177
6.664
7.152
7.639
8.104
8.591
9.056
9.567
10.054
10.565
11.076
11.564
12.051
12.562
13.050
13.537
14.048
14.536
15.023
15.534
16.022
16.533
16.997
17.485
18.019
18.530
18.994
19.482
19.992
20.480
20.991
21.478
21.966
22.477
22.965
23.452
23.963
24.451
24.938
25.379
25.821
